time_instant,frame_number,object_number,x,y,z
2022-01-20 23:16:53.768291,1,1,-0.09559667855501175,0.03866977244615555,0.02220850996673107
2022-01-20 23:16:53.768291,1,2,0.07911449670791626,0.04495026543736458,-0.053363505750894547
2022-01-20 23:16:53.852129,2,1,-0.09559667855501175,0.03867562860250473,0.022198311984539032
2022-01-20 23:16:53.852129,2,2,0.07911449670791626,0.04497142881155014,-0.05334567278623581
2022-01-20 23:16:53.947390,3,1,-0.09559667855501175,0.03867635875940323,0.022197041660547256
2022-01-20 23:16:53.947390,3,2,0.07911449670791626,0.04495763033628464,-0.05335730314254761
2022-01-20 23:16:54.042699,4,1,-0.09559667855501175,0.038674481213092804,0.022200312465429306
2022-01-20 23:16:54.042699,4,2,0.07911449670791626,0.044961582869291306,-0.05335397273302078
2022-01-20 23:16:54.149261,5,1,-0.09559667855501175,0.03866478055715561,0.022217199206352234
2022-01-20 23:16:54.149261,5,2,0.07911449670791626,0.044969551265239716,-0.053347256034612656
2022-01-20 23:16:54.245021,6,1,-0.09559667855501175,0.038687169551849365,0.02217819355428219
2022-01-20 23:16:54.245021,6,2,0.07911449670791626,0.044931601732969284,-0.05337922275066376
2022-01-20 23:16:54.339476,7,1,-0.09559667855501175,0.038682516664266586,0.02218630351126194
2022-01-20 23:16:54.339476,7,2,0.07911449670791626,0.04497053101658821,-0.0533464290201664
2022-01-20 23:16:54.449976,8,1,-0.09559667855501175,0.03867552801966667,0.02219848893582821
2022-01-20 23:16:54.449976,8,2,0.07911449670791626,0.04494423791766167,-0.05336858332157135
2022-01-20 23:16:54.545110,9,1,-0.09559667855501175,0.03868214413523674,0.02218695729970932
2022-01-20 23:16:54.545110,9,2,0.07911449670791626,0.04494132101535797,-0.053371038287878036
2022-01-20 23:16:54.639904,10,1,-0.09559667855501175,0.03868837282061577,0.022176092490553856
2022-01-20 23:16:54.639904,10,2,0.07911449670791626,0.04493832215666771,-0.053373564034700394
2022-01-20 23:16:54.639904,10,3,0.4219439625740051,0.3651532232761383,0.07166692614555359
2022-01-20 23:16:54.751880,11,1,-0.09559667855501175,0.03869104012846947,0.022171439602971077
2022-01-20 23:16:54.751880,11,2,0.07911449670791626,0.04491496831178665,-0.05339321866631508
