time_instant,frame_number,object_number,x,y,z
2022-02-04 09:27:02.935809,1,1,-0.09559667855501175,0.0387796126306057,0.02201615273952484
2022-02-04 09:27:02.935809,1,2,0.07911449670791626,0.044881660491228104,-0.05342122167348862
2022-02-04 09:27:02.935809,1,3,0.4175487160682678,1.0031622648239136,0.7775802612304688
2022-02-04 09:27:03.021510,2,1,-0.09889311343431473,0.031612858176231384,0.018656715750694275
2022-02-04 09:27:03.021510,2,2,0.07911449670791626,0.04484974220395088,-0.05344802141189575
2022-02-04 09:27:03.021510,2,3,0.7010423541069031,0.1991080343723297,0.2594163715839386
2022-02-04 09:27:03.021510,2,4,0.40656059980392456,0.8717522025108337,0.8759804368019104
2022-02-04 09:27:03.107769,3,1,-0.09559667855501175,0.03875495865941048,0.022059522569179535
2022-02-04 09:27:03.107769,3,2,0.07911449670791626,0.044903695583343506,-0.053402699530124664
2022-02-04 09:27:03.107769,3,3,-0.04175487160682678,0.4431409537792206,-0.49820753931999207
2022-02-04 09:27:03.107769,3,4,0.3955724835395813,1.0152268409729004,0.6443350315093994
2022-02-04 09:27:03.209749,4,1,-0.09559667855501175,0.03888075426220894,0.021837035194039345
2022-02-04 09:27:03.209749,4,2,0.07911449670791626,0.0448291189968586,-0.05346532166004181
2022-02-04 09:27:03.209749,4,3,0.8285045623779297,0.16148564219474792,0.35112109780311584
2022-02-04 09:27:03.209749,4,4,0.47468698024749756,0.9437207579612732,0.6974195241928101
2022-02-04 09:27:03.209749,4,5,3.9282546043395996,7.9169535636901855,3.923119306564331
2022-02-04 09:27:03.312016,5,1,-0.09559667855501175,0.038811709731817245,0.021959515288472176
2022-02-04 09:27:03.312016,5,2,0.07911449670791626,0.04490988329052925,-0.05339749529957771
2022-02-04 09:27:03.312016,5,3,0.6922518014907837,0.058564431965351105,0.2501900792121887
2022-02-04 09:27:03.312016,5,4,-0.32964372634887695,0.8106313347816467,0.08331046253442764
2022-02-04 09:27:03.312016,5,5,0.8515796661376953,0.2067592740058899,0.06922027468681335
2022-02-04 09:27:03.312016,5,6,0.5384181141853333,0.8964904546737671,0.648813784122467
2022-02-04 09:27:03.312016,5,7,-2.409695625305176,3.0001463890075684,2.401427984237671
2022-02-04 09:27:03.408663,6,1,-0.09559667855501175,0.038782186806201935,0.022011613473296165
2022-02-04 09:27:03.408663,6,2,0.07911449670791626,0.04492058977484703,-0.05338849127292633
2022-02-04 09:27:03.408663,6,3,0.11537530273199081,0.6109881401062012,-0.3982706367969513
2022-02-04 09:27:03.408663,6,4,0.5768765211105347,0.8989415764808655,0.6112822890281677
2022-02-04 09:27:03.512600,7,1,-0.09559667855501175,0.038891468197107315,0.021817946806550026
2022-02-04 09:27:03.512600,7,2,0.07911449670791626,0.044769566506147385,-0.05351519584655762
2022-02-04 09:27:03.512600,7,3,-0.06592874974012375,0.553807258605957,-0.42836591601371765
2022-02-04 09:27:03.512600,7,4,0.6724731922149658,0.8442827463150024,0.5140093564987183
2022-02-04 09:27:03.609605,8,1,-0.09559667855501175,0.038882721215486526,0.02183353900909424
2022-02-04 09:27:03.609605,8,2,0.07911449670791626,0.04474915936589241,-0.05353226140141487
2022-02-04 09:27:03.609605,8,3,-0.7834532856941223,0.19381649792194366,0.05170862749218941
2022-02-04 09:27:03.609605,8,4,-0.3032722473144531,0.6362489461898804,-0.39654865860939026
2022-02-04 09:27:03.609605,8,5,0.652694582939148,0.8077881932258606,0.517562210559845
2022-02-04 09:27:03.710611,9,1,-0.09559667855501175,0.038869816809892654,0.021856501698493958
2022-02-04 09:27:03.710611,9,2,0.07911449670791626,0.044798243790864944,-0.05349119007587433
2022-02-04 09:27:03.710611,9,3,-0.023075060918927193,0.2638053297996521,-0.6892834901809692
2022-02-04 09:27:03.710611,9,4,-0.29997578263282776,0.6532955169677734,-0.1686917394399643
2022-02-04 09:27:03.710611,9,5,0.7032399773597717,0.7392153739929199,0.47439756989479065
2022-02-04 09:27:03.710611,9,6,0.8702594637870789,0.8143194317817688,0.42645394802093506
2022-02-04 09:27:03.812472,10,1,-0.09559667855501175,0.0388680137693882,0.021859707310795784
2022-02-04 09:27:03.812472,10,2,0.07911449670791626,0.044748708605766296,-0.053532637655735016
2022-02-04 09:27:03.812472,10,3,-0.11537530273199081,0.6250161528587341,-0.3758733570575714
2022-02-04 09:27:03.812472,10,4,0.8087259531021118,0.6525302529335022,0.4315153956413269
2022-02-04 09:27:03.919546,11,1,-0.09559667855501175,0.03888196870684624,0.021834872663021088
2022-02-04 09:27:03.919546,11,2,0.07911449670791626,0.04477580636739731,-0.05350997671484947
2022-02-04 09:27:03.919546,11,3,-0.33843424916267395,0.5428106784820557,-0.43499428033828735
2022-02-04 09:27:03.919546,11,4,0.7911449670791626,0.6212422251701355,0.31761208176612854
2022-02-04 09:27:04.012034,12,1,-0.09559667855501175,0.03888882324099541,0.02182266302406788
2022-02-04 09:27:04.012034,12,2,0.07911449670791626,0.04476143419742584,-0.05352199822664261
2022-02-04 09:27:04.012034,12,3,-0.06922518461942673,0.6177508234977722,-0.3985338509082794
2022-02-04 09:27:04.012034,12,4,0.3692009747028351,0.5694824457168579,-0.5015249252319336
2022-02-04 09:27:04.012034,12,5,-0.34282946586608887,0.50261390209198,-0.584802508354187
2022-02-04 09:27:04.012034,12,6,0.7966389656066895,0.5252760052680969,0.35949307680130005
2022-02-04 09:27:04.012034,12,7,0.45710596442222595,0.867898166179657,0.551222026348114
2022-02-04 09:27:04.115444,13,1,-0.09559667855501175,0.0388886034488678,0.021823052316904068
2022-02-04 09:27:04.115444,13,2,0.07911449670791626,0.04477054625749588,-0.053514376282691956
2022-02-04 09:27:04.115444,13,3,0.31645798683166504,0.5497193932533264,-0.5566055774688721
2022-02-04 09:27:04.115444,13,4,0.0,0.7512307167053223,0.3844467103481293
2022-02-04 09:27:04.115444,13,5,0.8285045623779297,0.47641226649284363,0.3555212914943695
2022-02-04 09:27:04.217760,14,1,-0.09559667855501175,0.0388820618391037,0.021834708750247955
2022-02-04 09:27:04.217760,14,2,0.07911449670791626,0.04480503126978874,-0.053485505282878876
2022-02-04 09:27:04.217760,14,3,-0.379090279340744,0.6661317944526672,-0.25806334614753723
2022-02-04 09:27:04.217760,14,4,-0.15163612365722656,0.4541929364204407,-0.6517307162284851
2022-02-04 09:27:04.217760,14,5,0.8307021856307983,0.4282744824886322,0.3095575273036957
2022-02-04 09:27:04.319792,15,1,-0.09559667855501175,0.03888775035738945,0.02182457409799099
2022-02-04 09:27:04.319792,15,2,0.07911449670791626,0.04477648064494133,-0.053509410470724106
