time_instant,frame_number,object_number,x,y,z
2022-02-04 09:26:12.634276,1,1,-0.09889311343431473,0.03160296753048897,0.01867346465587616
2022-02-04 09:26:12.634276,1,2,0.07911449670791626,0.04464450851082802,-0.053619567304849625
2022-02-04 09:26:12.634276,1,3,0.05054537206888199,0.80711829662323,-0.006547178141772747
2022-02-04 09:26:12.634276,1,4,0.530726432800293,0.46953409910202026,-0.3897497057914734
2022-02-04 09:26:12.740670,2,1,-0.09889311343431473,0.03160964325070381,0.018662160262465477
2022-02-04 09:26:12.740670,2,2,0.07911449670791626,0.044668346643447876,-0.05359971150755882
2022-02-04 09:26:12.740670,2,3,0.29667937755584717,1.2654540538787842,0.9023573994636536
2022-02-04 09:26:12.843322,3,1,-0.09889311343431473,0.0315839909017086,0.018705543130636215
2022-02-04 09:26:12.843322,3,2,0.07911449670791626,0.04468487948179245,-0.053585927933454514
2022-02-04 09:26:12.843322,3,3,0.29667937755584717,1.336405873298645,0.7934998273849487
2022-02-04 09:26:12.935861,4,1,-0.09889311343431473,0.031585659831762314,0.018702726811170578
2022-02-04 09:26:12.935861,4,2,0.07911449670791626,0.04466327652335167,-0.05360393598675728
2022-02-04 09:26:12.935861,4,3,0.52742999792099,0.46065881848335266,0.06447877734899521
2022-02-04 09:26:12.935861,4,4,2.798675298690796,8.088315963745117,5.076011657714844
2022-02-04 09:26:13.038790,5,1,-0.09889311343431473,0.03155204653739929,0.01875937730073929
2022-02-04 09:26:13.038790,5,2,0.07911449670791626,0.04470188170671463,-0.05357174575328827
2022-02-04 09:26:13.038790,5,3,2.798675298690796,7.874366283416748,5.40195369720459
2022-02-04 09:26:13.141093,6,1,-0.09889311343431473,0.031565405428409576,0.01873689331114292
2022-02-04 09:26:13.141093,6,2,0.07911449670791626,0.04465363174676895,-0.05361197143793106
2022-02-04 09:26:13.141093,6,3,0.646101713180542,0.11749031394720078,0.3376181721687317
2022-02-04 09:26:13.141093,6,4,0.46479764580726624,1.2608261108398438,0.9619840383529663
2022-02-04 09:26:13.236660,7,1,-0.09889311343431473,0.03156787529587746,0.01873273029923439
2022-02-04 09:26:13.236660,7,2,0.07911449670791626,0.044677261263132095,-0.05359227955341339
2022-02-04 09:26:13.236660,7,3,0.6153349876403809,0.08893992751836777,0.32863205671310425
2022-02-04 09:26:13.236660,7,4,0.258220911026001,1.0805152654647827,1.223495602607727
2022-02-04 09:26:13.236660,7,5,0.2900865077972412,1.2311433553695679,0.890921413898468
2022-02-04 09:26:13.340571,8,1,-0.09889311343431473,0.031594596803188324,0.018687624484300613
2022-02-04 09:26:13.340571,8,2,0.07911449670791626,0.04465281590819359,-0.05361264944076538
2022-02-04 09:26:13.340571,8,3,0.28349360823631287,1.2389740943908691,0.8189111351966858
2022-02-04 09:26:13.435445,9,1,-0.09889311343431473,0.03157589212059975,0.01871921308338642
2022-02-04 09:26:13.435445,9,2,0.07911449670791626,0.044695764780044556,-0.05357684940099716
2022-02-04 09:26:13.435445,9,3,0.3307425379753113,1.2591675519943237,0.7688609957695007
2022-02-04 09:26:13.539185,10,1,-0.09889311343431473,0.03156929090619087,0.018730340525507927
2022-02-04 09:26:13.539185,10,2,0.07911449670791626,0.04467641934752464,-0.0535929836332798
2022-02-04 09:26:13.539185,10,3,0.12636342644691467,0.7661149501800537,-0.22613663971424103
2022-02-04 09:26:13.539185,10,4,-0.12636342644691467,0.712393581867218,-0.36133816838264465
2022-02-04 09:26:13.642796,11,1,-0.09889311343431473,0.03160157799720764,0.01867581531405449
2022-02-04 09:26:13.642796,11,2,0.07911449670791626,0.04466007649898529,-0.05360660329461098
